,CIK,Ticker,FilingDate,FileName,SECFileName,DocTypes
0,1011835,MDVN,20070323,0001193125-07-062811.txt.text,0001193125-07-062811.txt,"['8-K', 'EX-16.1']"
1,101594,USEG,20070124,0000101594-07-000026.txt.text,0000101594-07-000026.txt,"['8-K', 'EX-16.A', 'EX-16.B']"
2,101594,USEG,20070205,0000101594-07-000037.txt.text,0000101594-07-000037.txt,['8-K']
3,1032761,KEYN,20070104,0001157523-07-000071.txt.text,0001157523-07-000071.txt,"['8-K', 'EX-16.01']"
4,1044577,CPSL,20070104,0001144204-07-000307.txt.text,0001144204-07-000307.txt,"['8-K', 'EX-3.1', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.4', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-16.1', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
5,1066026,CNQR,20070111,0001193125-07-005475.txt.text,0001193125-07-005475.txt,"['8-K', 'EX-16.01']"
6,1070154,PBNY,20070104,0000943374-07-000006.txt.text,0000943374-07-000006.txt,"['8-K', 'EX-16']"
7,1084048,JCOM,20070320,0001072613-07-000728.txt.text,0001072613-07-000728.txt,"['8-K', 'EX-16']"
8,1085869,PRFT,20070322,0001144204-07-014155.txt.text,0001144204-07-014155.txt,"['8-K', 'EX-16.1']"
9,1091883,CIR,20070302,0001193125-07-045225.txt.text,0001193125-07-045225.txt,"['8-K', 'EX-16.1']"
10,1135185,AIR,20070227,0001299933-07-001205.txt.text,0001299933-07-001205.txt,"['8-K', 'EX-16']"
11,1137774,PRU,20070209,0001193125-07-025460.txt.text,0001193125-07-025460.txt,['8-K']
12,1166380,QTWW,20070216,0001181431-07-012448.txt.text,0001181431-07-012448.txt,"['8-K', 'EX-16.1']"
13,1185348,PRAA,20070313,0001299933-07-001577.txt.text,0001299933-07-001577.txt,"['8-K', 'EX-16']"
14,1203900,CEU,20070116,0001144204-07-001770.txt.text,0001144204-07-001770.txt,"['8-K', 'EX-16']"
15,1261888,CAST,20070306,0000950134-07-004890.txt.text,0000950134-07-004890.txt,['8-K']
16,1296205,ZAGG,20070321,0001096906-07-000404.txt.text,0001096906-07-000404.txt,"['8-K', 'EX-16']"
17,1303330,CHLN,20070118,0001144204-07-002328.txt.text,0001144204-07-002328.txt,"['8-K', 'EX-16.1']"
18,1349437,TWER,20070119,0000950136-07-000272.txt.text,0000950136-07-000272.txt,['8-K']
19,1350684,CNIT,20070129,0001376189-07-000003.txt.text,0001376189-07-000003.txt,"['8-K', 'EX-16']"
20,1378453,TA,20070330,0000908737-07-000152.txt.text,0000908737-07-000152.txt,"['8-K', 'EX-16.1']"
21,1381531,UFS,20070313,0001193125-07-053473.txt.text,0001193125-07-053473.txt,"['8-K', 'EX-16']"
22,201533,CMS,20070125,0001299933-07-000470.txt.text,0001299933-07-000470.txt,"['8-K', 'EX-16.1']"
23,350199,CACH,20070330,0000902664-07-001340.txt.text,0000902664-07-001340.txt,['8-K']
24,352915,UHS,20070321,0001193125-07-060437.txt.text,0001193125-07-060437.txt,"['8-K', 'EX-16.1']"
25,3570,LNG,20070302,0001193125-07-045534.txt.text,0001193125-07-045534.txt,"['8-K', 'EX-16.1']"
26,37008,FUR,20070323,0001193805-07-000864.txt.text,0001193805-07-000864.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
27,63908,MCD,20070306,0000063908-07-000017.txt.text,0000063908-07-000017.txt,"['8-K', 'EX-16']"
28,63908,MCD,20070306,0000063908-07-000019.txt.text,0000063908-07-000019.txt,"['8-K', 'EX-16']"
29,70145,NFG,20070207,0000950152-07-000845.txt.text,0000950152-07-000845.txt,['8-K']
30,70318,THC,20070109,0001104659-07-001607.txt.text,0001104659-07-001607.txt,"['8-K', 'EX-16.1']"
31,719220,STBA,20070109,0000719220-07-000001.txt.text,0000719220-07-000001.txt,"['8-K', 'EX-16']"
32,721693,CREG,20070112,0001010549-07-000039.txt.text,0001010549-07-000039.txt,"['8-K', 'EX-16.1']"
33,7332,SWN,20070301,0000007332-07-000012.txt.text,0000007332-07-000012.txt,"['8-K', 'EX-16']"
34,743238,SPAR,20070329,0000905729-07-000125.txt.text,0000905729-07-000125.txt,"['8-K', 'EX-16.1']"
35,745651,ABAT,20070109,0000745651-07-000001.txt.text,0000745651-07-000001.txt,"['8-K', 'EX-16']"
36,76321,PKD,20070315,0000950129-07-001384.txt.text,0000950129-07-001384.txt,"['8-K', 'EX-16.1']"
37,790024,SHZ,20070301,0001023175-07-000030.txt.text,0001023175-07-000030.txt,"['8-K', 'EX-16.1', 'EX-16.2']"
38,790715,SIGM,20070109,0001266454-07-000005.txt.text,0001266454-07-000005.txt,"['8-K', 'EX-16.1']"
39,790715,SIGM,20070110,0001266454-07-000013.txt.text,0001266454-07-000013.txt,['8-K']
40,807863,MITK,20070125,0001144204-07-003161.txt.text,0001144204-07-003161.txt,"['8-K', 'EX-16.01']"
41,811156,CMS,20070125,0001299933-07-000470.txt.text,0001299933-07-000470.txt,"['8-K', 'EX-16.1']"
42,814250,LDSH,20070316,0000897069-07-000790.txt.text,0000897069-07-000790.txt,"['8-K', 'EX-99.(A)']"
43,820081,CBM,20070321,0000950123-07-004220.txt.text,0000950123-07-004220.txt,"['8-K', 'EX-16.1']"
44,833444,TYC,20070321,0001104659-07-021114.txt.text,0001104659-07-021114.txt,['8-K']
45,833444,TYC,20070321,0001104659-07-021116.txt.text,0001104659-07-021116.txt,['8-K']
46,836429,SURG,20070111,0000950137-07-000228.txt.text,0000950137-07-000228.txt,['8-K']
47,837173,WLT,20070103,0001104659-07-000393.txt.text,0001104659-07-000393.txt,"['8-K', 'EX-16.1']"
48,855658,LSCC,20070319,0001104659-07-020422.txt.text,0001104659-07-020422.txt,"['8-K', 'EX-16.1']"
49,858470,COG,20070313,0001193125-07-053101.txt.text,0001193125-07-053101.txt,"['8-K', 'EX-16.1']"
50,866535,IPI,20070221,0001019687-07-000538.txt.text,0001019687-07-000538.txt,"['8-K', 'EX-16.1']"
51,876343,BTX,20070222,0000876343-07-000004.txt.text,0000876343-07-000004.txt,"['8-K', 'EX-16.1']"
52,885551,VLNC,20070206,0001011438-07-000072.txt.text,0001011438-07-000072.txt,"['8-K', 'EX-16', 'EX-99']"
53,888953,ORCC,20070323,0001299933-07-001841.txt.text,0001299933-07-001841.txt,"['8-K', 'EX-16.1']"
54,888953,ORCC,20070328,0001299933-07-001903.txt.text,0001299933-07-001903.txt,"['8-K', 'EX-99.1']"
55,903129,ARGN,20070319,0001193125-07-058264.txt.text,0001193125-07-058264.txt,"['8-K', 'EX-16.1']"
56,912463,GES,20070323,0001104659-07-021742.txt.text,0001104659-07-021742.txt,"['8-K', 'EX-16.1']"
57,912750,NFX,20070312,0000950129-07-001318.txt.text,0000950129-07-001318.txt,"['8-K', 'EX-16.1']"
58,914024,SHAW,20070212,0000950129-07-000576.txt.text,0000950129-07-000576.txt,"['8-K', 'EX-16']"
59,914024,SHAW,20070319,0001299933-07-001691.txt.text,0001299933-07-001691.txt,['8-K']
60,920321,CVO,20070316,0001068800-07-000763.txt.text,0001068800-07-000763.txt,"['8-K', 'EX-99.1']"
61,933141,IBKC,20070316,0001193125-07-056674.txt.text,0001193125-07-056674.txt,"['8-K', 'EX-16.1']"
62,1008654,TUP,20070515,0001193125-07-115210.txt.text,0001193125-07-115210.txt,['8-K']
63,1009356,SLXP,20070420,0001193125-07-086368.txt.text,0001193125-07-086368.txt,"['8-K', 'EX-16.1']"
64,1011570,KNL,20070515,0001181431-07-032528.txt.text,0001181431-07-032528.txt,"['8-K', 'EX-16.1']"
65,1013880,TTEC,20070509,0001035704-07-000373.txt.text,0001035704-07-000373.txt,"['8-K', 'EX-16.1']"
66,1029506,RAH,20070412,0001029506-07-000022.txt.text,0001029506-07-000022.txt,"['8-K', 'EX-99.1']"
67,1035983,FIX,20070402,0001104659-07-025003.txt.text,0001104659-07-025003.txt,['8-K']
68,1039684,OKE,20070502,0001181431-07-028986.txt.text,0001181431-07-028986.txt,"['8-K', 'EX-16.1']"
69,1080866,RATE,20070402,0001144204-07-016641.txt.text,0001144204-07-016641.txt,"['8-K', 'EX-16.1']"
70,1080866,RATE,20070417,0001144204-07-019194.txt.text,0001144204-07-019194.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
71,108516,WOR,20070531,0000950152-07-004812.txt.text,0000950152-07-004812.txt,"['8-K', 'EX-16']"
72,108516,WOR,20070531,0000950152-07-004813.txt.text,0000950152-07-004813.txt,"['8-K', 'EX-16']"
73,1091862,CHMT,20070507,0001144204-07-023079.txt.text,0001144204-07-023079.txt,"['8-K', 'EX-16.1']"
74,1091862,CHMT,20070507,0001144204-07-023081.txt.text,0001144204-07-023081.txt,"['8-K', 'EX-16.1']"
75,1114714,KNXA,20070613,0001104659-07-047508.txt.text,0001104659-07-047508.txt,"['8-K', 'EX-16.1']"
76,1114714,KNXA,20070629,0001104659-07-051236.txt.text,0001104659-07-051236.txt,['8-K']
77,1117171,CBAK,20070403,0001275287-07-001666.txt.text,0001275287-07-001666.txt,['8-K']
78,1156041,HUSA,20070419,0001140361-07-007997.txt.text,0001140361-07-007997.txt,"['8-K', 'EX-16.1']"
79,1156388,BGFV,20070601,0000950124-07-003164.txt.text,0000950124-07-003164.txt,"['8-K', 'EX-16.1']"
80,1160858,TRLG,20070516,0000950137-07-007617.txt.text,0000950137-07-007617.txt,['8-K']
81,1296205,ZAGG,20070420,0001096906-07-000608.txt.text,0001096906-07-000608.txt,"['8-K', 'EX-16']"
82,1309082,LEI,20070410,0001140905-07-000027.txt.text,0001140905-07-000027.txt,"['8-K', 'EX-16']"
83,1333274,MERC,20070427,0001012410-07-000042.txt.text,0001012410-07-000042.txt,"['8-K', 'EX-16']"
84,1334933,UEC,20070613,0001183740-07-000360.txt.text,0001183740-07-000360.txt,"['8-K', 'EX-16.1']"
85,1338578,CHGS,20070427,0001204459-07-000592.txt.text,0001204459-07-000592.txt,"['8-K', 'EX-2.1', 'EX-3.4', 'EX-3.5', 'EX-4.1', 'EX-4.2', 'EX-4.3', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.4', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-10.10', 'EX-10.11', 'EX-10.12', 'EX-10.13', 'EX-10.14', 'EX-10.15', 'EX-14', 'EX-16.1', 'EX-21', 'EX-99.1']"
86,1338613,RGP,20070619,0000950134-07-013622.txt.text,0000950134-07-013622.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
87,1338613,RGP,20070628,0000950134-07-014288.txt.text,0000950134-07-014288.txt,['8-K']
88,1359841,HBI,20070629,0000950144-07-006215.txt.text,0000950144-07-006215.txt,"['8-K', 'EX-16.1']"
89,1368148,ATHX,20070614,0000950152-07-005125.txt.text,0000950152-07-005125.txt,"['8-K', 'EX-2.2', 'EX-3.1', 'EX-3.2', 'EX-4.1', 'EX-4.2', 'EX-4.3', 'EX-4.4', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.4', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-10.10', 'EX-10.11', 'EX-10.12', 'EX-10.13', 'EX-10.14', 'EX-10.15', 'EX-10.16', 'EX-10.17', 'EX-10.18', 'EX-10.19', 'EX-10.20', 'EX-10.21', 'EX-10.22', 'EX-10.23', 'EX-10.24', 'EX-10.25', 'EX-10.26', 'EX-10.27', 'EX-10.28', 'EX-10.29', 'EX-10.30', 'EX-10.31', 'EX-10.32', 'EX-10.33', 'EX-10.34', 'EX-10.35', 'EX-10.36', 'EX-16.1', 'EX-21.1', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
90,1379895,DYN,20070416,0001193125-07-081863.txt.text,0001193125-07-081863.txt,"['8-K', 'EX-16.1']"
91,21665,CL,20070608,0001193125-07-132639.txt.text,0001193125-07-132639.txt,['8-K']
92,26058,CTS,20070621,0000026058-07-000052.txt.text,0000026058-07-000052.txt,['8-K']
93,30625,FLS,20070522,0000950134-07-012154.txt.text,0000950134-07-012154.txt,"['8-K', 'EX-16.1']"
94,310142,SXT,20070404,0001193125-07-074450.txt.text,0001193125-07-074450.txt,"['8-K', 'EX-16']"
95,310142,SXT,20070404,0001193125-07-074466.txt.text,0001193125-07-074466.txt,"['8-K', 'EX-16']"
96,314808,ESV,20070423,0000314808-07-000026.txt.text,0000314808-07-000026.txt,"['8-K', 'EX-16']"
97,356309,NJR,20070507,0000356309-07-000064.txt.text,0000356309-07-000064.txt,"['8-K', 'EX-16.1']"
98,39368,FUL,20070523,0001193125-07-121522.txt.text,0001193125-07-121522.txt,"['8-K', 'EX-16.1']"
99,51253,IFF,20070525,0000051253-07-000012.txt.text,0000051253-07-000012.txt,['8-K']
100,7332,SWN,20070420,0000007332-07-000043.txt.text,0000007332-07-000043.txt,['8-K']
101,74260,ORI,20070405,0000074260-07-000043.txt.text,0000074260-07-000043.txt,"['8-K', 'EX-16']"
102,76334,PH,20070423,0001193125-07-087155.txt.text,0001193125-07-087155.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
103,76334,PH,20070628,0001193125-07-145882.txt.text,0001193125-07-145882.txt,['8-K']
104,768835,BIG,20070606,0001140361-07-011895.txt.text,0001140361-07-011895.txt,"['8-K', 'EX-16']"
105,780127,SYNO,20070416,0000950137-07-005558.txt.text,0000950137-07-005558.txt,"['8-K', 'EX-16.1']"
106,780571,ITRI,20070524,0000780571-07-000086.txt.text,0000780571-07-000086.txt,"['8-K', 'EX-16.1']"
107,798985,CSKI,20070417,0001023175-07-000079.txt.text,0001023175-07-000079.txt,"['8-K', 'EX-16.1']"
108,814549,EBIX,20070427,0001104659-07-032158.txt.text,0001104659-07-032158.txt,"['8-K', 'EX-16.1']"
109,849502,RMTR,20070416,0000849502-07-000014.txt.text,0000849502-07-000014.txt,"['8-K', 'EX-16']"
110,851968,MHK,20070514,0000851968-07-000041.txt.text,0000851968-07-000041.txt,"['8-K', 'EX-16.1']"
111,858803,AVNR,20070413,0000936392-07-000284.txt.text,0000936392-07-000284.txt,"['8-K', 'EX-16.1']"
112,863015,ISLE,20070412,0000863015-07-000024.txt.text,0000863015-07-000024.txt,"['8-K', '8-K']"
113,879215,DYN,20070416,0001193125-07-081863.txt.text,0001193125-07-081863.txt,"['8-K', 'EX-16.1']"
114,880446,VTSS,20070606,0000902595-07-000064.txt.text,0000902595-07-000064.txt,['8-K']
115,890923,ZOLT,20070525,0001068800-07-001306.txt.text,0001068800-07-001306.txt,"['8-K', 'EX-16.1']"
116,895450,WG,20070530,0000950134-07-012543.txt.text,0000950134-07-012543.txt,"['8-K', 'EX-16']"
117,903129,ARGN,20070402,0001193125-07-072090.txt.text,0001193125-07-072090.txt,['8-K']
118,909111,CLP,20070511,0000950144-07-004678.txt.text,0000950144-07-004678.txt,"['8-K', 'EX-16.1']"
119,914024,SHAW,20070405,0001299933-07-002074.txt.text,0001299933-07-002074.txt,['8-K']
120,915735,SSYS,20070613,0001206774-07-001556.txt.text,0001206774-07-001556.txt,"['8-K', 'EX-16.1']"
121,916789,HELE,20070521,0000950134-07-012074.txt.text,0000950134-07-012074.txt,"['8-K', 'EX-16.1']"
122,916789,HELE,20070620,0001144204-07-032670.txt.text,0001144204-07-032670.txt,['8-K']
123,934549,ACTG,20070615,0001019687-07-001835.txt.text,0001019687-07-001835.txt,"['8-K', 'EX-16.1']"
124,940332,ANAD,20070607,0000950162-07-000382.txt.text,0000950162-07-000382.txt,"['8-K', 'EX-16.1']"
125,944809,OPK,20070413,0000950144-07-003401.txt.text,0000950144-07-003401.txt,"['8-K', 'EX-10.1', 'EX-16.1']"
126,946581,TTWO,20070404,0001144204-07-017335.txt.text,0001144204-07-017335.txt,"['8-K', 'EX-99.1', 'EX-99.2', 'EX-99.3', 'EX-99.4']"
127,96831,TECUA,20070419,0000950124-07-002269.txt.text,0000950124-07-002269.txt,"['8-K', 'EX-16']"
128,1001385,NWPX,20070718,0001193125-07-157334.txt.text,0001193125-07-157334.txt,"['8-K', 'EX-16.1']"
129,1017259,NMTI,20070810,0001193125-07-179020.txt.text,0001193125-07-179020.txt,"['8-K', 'EX-16', 'EX-99.1']"
130,1091748,AGII,20070808,0000950123-07-010996.txt.text,0000950123-07-010996.txt,"['8-K', 'EX-2.1', 'EX-3.1', 'EX-3.2', 'EX-4.1', 'EX-16.1']"
131,1123270,BKMU,20070829,0000950137-07-013325.txt.text,0000950137-07-013325.txt,"['8-K', 'EX-16']"
132,12659,HRB,20070925,0000950137-07-014507.txt.text,0000950137-07-014507.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
133,1275229,GMO,20070823,0001144204-07-045939.txt.text,0001144204-07-045939.txt,"['8-K', 'EX-16.1']"
134,1326190,PIP,20070914,0001193805-07-002402.txt.text,0001193805-07-002402.txt,"['8-K', 'EX-16.1']"
135,1330849,HERO,20070808,0001193125-07-175811.txt.text,0001193125-07-175811.txt,"['8-K', 'EX-16.1']"
136,1390844,WBC,20070802,0001193125-07-169516.txt.text,0001193125-07-169516.txt,"['8-K', 'EX-16.01', 'EX-99.1']"
137,315709,IBOC,20070830,0001104659-07-066211.txt.text,0001104659-07-066211.txt,"['8-K', 'EX-16.1', 'EX-99']"
138,41023,GEOI,20070710,0000041023-07-000037.txt.text,0000041023-07-000037.txt,['8-K']
139,817129,TSTC,20070706,0001144204-07-035521.txt.text,0001144204-07-035521.txt,"['8-K', 'EX-16.1']"
140,851205,CGNX,20070910,0001157523-07-009077.txt.text,0001157523-07-009077.txt,"['8-K', 'EX-16.1']"
141,854701,ISSI,20070705,0001193125-07-150131.txt.text,0001193125-07-150131.txt,"['8-K', 'EX-16.1']"
142,874663,ALKS,20070713,0000950135-07-004292.txt.text,0000950135-07-004292.txt,"['8-K', 'EX-16.1']"
143,875296,IFT,20070713,0001140361-07-014101.txt.text,0001140361-07-014101.txt,"['8-K', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
144,896264,USNA,20070716,0001104659-07-054189.txt.text,0001104659-07-054189.txt,"['8-K', 'EX-16']"
145,896264,USNA,20070905,0001157523-07-008960.txt.text,0001157523-07-008960.txt,['8-K']
146,934448,DGIT,20070904,0001104659-07-066739.txt.text,0001104659-07-066739.txt,"['8-K', 'EX-16.1']"
147,1031203,GPI,20071214,0001299933-07-007210.txt.text,0001299933-07-007210.txt,"['8-K', 'EX-16.1']"
148,1040130,PETS,20071106,0000943440-07-000518.txt.text,0000943440-07-000518.txt,"['8-K', 'EX-99.1', 'EX-99.2']"
149,1041859,PLCE,20071015,0001144204-07-054336.txt.text,0001144204-07-054336.txt,"['8-K', 'EX-16.1', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
150,1044577,CPSL,20071019,0001144204-07-055281.txt.text,0001144204-07-055281.txt,"['8-K', 'EX-16.1', 'EX-16.2']"
151,1056358,MTEX,20071018,0001193125-07-220735.txt.text,0001193125-07-220735.txt,"['8-K', 'EX-16.1']"
152,1076682,COOL,20071101,0000950136-07-007390.txt.text,0000950136-07-007390.txt,"['8-K', 'EX-16.1', 'EX-16.2']"
153,1080360,CVVT,20071221,0001213900-07-001754.txt.text,0001213900-07-001754.txt,"['8-K', 'EX-2.1', 'EX-3.2', 'EX-3.3', 'EX-16.1', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
154,108312,WWD,20071211,0001299933-07-007108.txt.text,0001299933-07-007108.txt,"['8-K', 'EX-16.1']"
155,1099977,CMFO,20071123,0001144204-07-063968.txt.text,0001144204-07-063968.txt,"['8-K', 'EX-2.1', 'EX-3.1', 'EX-3.2', 'EX-4.1', 'EX-4.2', 'EX-4.3', 'EX-4.4', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.4', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-16', 'EX-17', 'EX-21', 'EX-99.1']"
156,1203900,CEU,20071219,0001144204-07-068310.txt.text,0001144204-07-068310.txt,"['8-K', 'EX-16.1', 'EX-16.2', 'EX-99.1']"
157,1232241,JRN,20071009,0000897069-07-001832.txt.text,0000897069-07-001832.txt,"['8-K', 'EX-16']"
158,12659,HRB,20071015,0001217211-07-000269.txt.text,0001217211-07-000269.txt,['8-K']
159,1303330,CHLN,20071214,0001144204-07-067565.txt.text,0001144204-07-067565.txt,"['8-K', 'EX-16.1']"
160,1309082,LEI,20071019,0001140905-07-000106.txt.text,0001140905-07-000106.txt,['8-K']
161,1309082,LEI,20071019,0001140905-07-000107.txt.text,0001140905-07-000107.txt,['8-K']
162,1350593,MWA,20071227,0001193125-07-271959.txt.text,0001193125-07-271959.txt,"['8-K', 'EX-16.1']"
163,1378846,ICLK,20071113,0001144204-07-060362.txt.text,0001144204-07-060362.txt,"['8-K', 'EX-16.1']"
164,1393066,ABH,20071102,0001193125-07-233644.txt.text,0001193125-07-233644.txt,"['8-K', 'EX-16.1']"
165,3673,AYE,20071009,0000003673-07-000189.txt.text,0000003673-07-000189.txt,"['8-K', 'EX-16']"
166,37748,MEE,20071116,0000037748-07-000017.txt.text,0000037748-07-000017.txt,"['8-K', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.4', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-16.1']"
167,58492,LEG,20071109,0001193125-07-241795.txt.text,0001193125-07-241795.txt,"['8-K', 'EX-16']"
168,58492,LEG,20071109,0001193125-07-241802.txt.text,0001193125-07-241802.txt,"['8-K', 'EX-16']"
169,64803,CVS,20071001,0001193125-07-211021.txt.text,0001193125-07-211021.txt,"['8-K', 'EX-16.1']"
170,66649,MGN,20071228,0001104659-07-091323.txt.text,0001104659-07-091323.txt,"['8-K', 'EX-16']"
171,789868,ADY,20071213,0001144204-07-067419.txt.text,0001144204-07-067419.txt,"['8-K', 'EX-16.1']"
172,798985,CSKI,20071224,0001144204-07-069018.txt.text,0001144204-07-069018.txt,"['8-K', 'EX-16.1']"
173,821995,CBRX,20071212,0000821995-07-000014.txt.text,0000821995-07-000014.txt,"['8-K', 'EX-16.1']"
174,855683,MS,20071005,0000950123-07-013534.txt.text,0000950123-07-013534.txt,"['8-K', 'EX-16.1']"
175,864839,ROYL,20071109,0001193125-07-242701.txt.text,0001193125-07-242701.txt,"['8-K', 'EX-16.1']"
176,874761,AES,20071213,0001104659-07-088729.txt.text,0001104659-07-088729.txt,"['8-K', 'EX-16.1']"
177,890926,RDN,20071002,0001193125-07-211979.txt.text,0001193125-07-211979.txt,"['8-K', 'EX-16.1']"
178,890926,RDN,20071030,0001193125-07-229656.txt.text,0001193125-07-229656.txt,['8-K']
179,896726,GGR,20071220,0000896726-07-000081.txt.text,0000896726-07-000081.txt,['8-K']
180,904978,SUNH,20071108,0000904978-07-000112.txt.text,0000904978-07-000112.txt,"['8-K', 'EX-16.1']"
181,918251,MPAA,20071205,0000950124-07-006146.txt.text,0000950124-07-006146.txt,"['8-K', 'EX-16.1']"
182,1005286,LNDC,20080104,0001299933-08-000072.txt.text,0001299933-08-000072.txt,"['8-K', 'EX-99.1']"
183,1005731,IDT,20080327,0001193125-08-067363.txt.text,0001193125-08-067363.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
184,1024732,IGTE,20080328,0001193125-08-068299.txt.text,0001193125-08-068299.txt,"['8-K', 'EX-16.1']"
185,1031203,GPI,20080304,0001299933-08-001182.txt.text,0001299933-08-001182.txt,['8-K']
186,1032863,FRPT,20080324,0001104659-08-019252.txt.text,0001104659-08-019252.txt,"['8-K', 'EX-16.1']"
187,1035201,CWT,20080331,0000950134-08-005729.txt.text,0000950134-08-005729.txt,"['8-K', 'EX-16.1', 'EX-99.1']"
188,1035884,CTV,20080304,0000895345-08-000170.txt.text,0000895345-08-000170.txt,"['8-K', 'EX-16.1']"
189,1037038,RL,20080312,0000950142-08-000602.txt.text,0000950142-08-000602.txt,"['8-K', 'EX-16']"
190,1047884,ANH,20080326,0001157523-08-002484.txt.text,0001157523-08-002484.txt,"['8-K', 'EX-16.1']"
191,1054374,BRCM,20080318,0001299933-08-001481.txt.text,0001299933-08-001481.txt,"['8-K', 'EX-16.1']"
192,1059556,MCO,20080305,0001193125-08-047739.txt.text,0001193125-08-047739.txt,"['8-K', 'EX-16.1']"
193,1062613,FRP,20080320,0001104659-08-018640.txt.text,0001104659-08-018640.txt,"['8-K', 'EX-16.1']"
194,1066194,EGAN,20080110,0001193125-08-004667.txt.text,0001193125-08-004667.txt,"['8-K', 'EX-16.1']"
195,1066923,SPU,20080306,0001144204-08-013742.txt.text,0001144204-08-013742.txt,"['8-K', 'EX-16.1']"
196,1066923,SPU,20080109,0001185185-08-000013.txt.text,0001185185-08-000013.txt,"['8-K', 'EX-16.1']"
197,1070412,CNX,20080225,0001193125-08-037077.txt.text,0001193125-08-037077.txt,"['8-K', 'EX-16.1']"
198,1080360,CVVT,20080221,0001213900-08-000352.txt.text,0001213900-08-000352.txt,"['8-K', 'EX-16.1']"
199,1094392,RTEC,20080324,0001407682-08-000024.txt.text,0001407682-08-000024.txt,['8-K']
200,1099977,CMFO,20080201,0001144204-08-005522.txt.text,0001144204-08-005522.txt,"['8-K', 'EX-16', 'EX-16.1']"
201,1108426,PNM,20080228,0001108426-08-000030.txt.text,0001108426-08-000030.txt,"['8-K', 'EX-16.1']"
202,1110647,OCLR,20080214,0000950134-08-002668.txt.text,0000950134-08-002668.txt,"['8-K', 'EX-16.1']"
203,1123270,BKMU,20080311,0000950137-08-003516.txt.text,0000950137-08-003516.txt,"['8-K', 'EX-16']"
204,1131907,MITI,20080331,0000950133-08-001365.txt.text,0000950133-08-001365.txt,"['8-K', 'EX-16.1']"
205,1138118,CBG,20080318,0001193125-08-060057.txt.text,0001193125-08-060057.txt,"['8-K', 'EX-16.1']"
206,1264707,AACC,20080313,0000950124-08-001194.txt.text,0000950124-08-001194.txt,['8-K']
207,1264707,AACC,20080321,0000950124-08-001380.txt.text,0000950124-08-001380.txt,['8-K']
208,1281922,TPLM,20080312,0001144204-08-014740.txt.text,0001144204-08-014740.txt,"['8-K', 'EX-16.1']"
209,1320338,TAOM,20080228,0001062993-08-000841.txt.text,0001062993-08-000841.txt,"['8-K', 'EX-99.1']"
210,1338360,PAY,20080103,0001144204-08-000404.txt.text,0001144204-08-000404.txt,"['8-K', 'EX-16.1']"
211,1339048,WNR,20080325,0000950129-08-001905.txt.text,0000950129-08-001905.txt,"['8-K', 'EX-16.1']"
212,1362718,TPI,20080219,0001121781-08-000083.txt.text,0001121781-08-000083.txt,"['8-K', 'EX-16']"
213,1391390,BZ,20080125,0000922423-08-000065.txt.text,0000922423-08-000065.txt,"['8-K', 'EX-99.1']"
214,1391390,BZ,20080228,0001104659-08-013865.txt.text,0001104659-08-013865.txt,"['8-K', 'EX-3.1', 'EX-3.2', 'EX-4.1', 'EX-10.1', 'EX-10.2', 'EX-10.3', 'EX-10.5', 'EX-10.6', 'EX-10.7', 'EX-10.8', 'EX-10.9', 'EX-10.10', 'EX-10.11', 'EX-10.12', 'EX-10.13', 'EX-10.14', 'EX-10.15', 'EX-10.16', 'EX-10.17', 'EX-10.18', 'EX-10.19', 'EX-10.20', 'EX-14.1', 'EX-16.1', 'EX-99.1', 'EX-99.2', 'EX-99.3']"
215,1398551,YONG,20080307,0001144204-08-013976.txt.text,0001144204-08-013976.txt,"['8-K', 'EX-16.1']"
216,50104,TSO,20080312,0000950134-08-004625.txt.text,0000950134-08-004625.txt,"['8-K', 'EX-16.1']"
217,54681,KT,20080328,0000054681-08-000004.txt.text,0000054681-08-000004.txt,"['8-K', 'EX-16.1']"
218,62234,MCS,20080115,0000897069-08-000093.txt.text,0000897069-08-000093.txt,"['8-K', 'EX-16']"
